Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
OSQ090g,"Was this fracture the result of severe trauma such as a car accident, being struck by a vehicle, a physical attack, or a hard fall such as falling off a ladder or down stairs?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ090h,"Was this fracture the result of severe trauma such as a car accident, being struck by a vehicle, a physical attack, or a hard fall such as falling off a ladder or down stairs?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ090i,"Was this fracture the result of severe trauma such as a car accident, being struck by a vehicle, a physical attack, or a hard fall such as falling off a ladder or down stairs?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ090j,"Was this fracture the result of severe trauma such as a car accident, being struck by a vehicle, a physical attack, or a hard fall such as falling off a ladder or down stairs?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ100a,Please look at this card and tell me where the fracture occurred.,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ100b,Please look at this card and tell me where the fracture occurred.,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ100c,Please look at this card and tell me where the fracture occurred.,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ100d,Please look at this card and tell me where the fracture occurred.,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ100e,Please look at this card and tell me where the fracture occurred.,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ100f,Please look at this card and tell me where the fracture occurred.,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ100j,Please look at this card and tell me where the fracture occurred.,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ120a,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ120b,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ120c,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ120d,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ120e,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ120f,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ120g,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ120h,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ120i,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ120j,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ130,{Have you/has SP} ever taken any prednisone or cortisone pills nearly every day for a month or longer? [Prednisone and cortisone are types of steroids.],P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ140q,Please think about {your/SP's} use of prednisone or cortisone during {your/his/her} lifetime. For how long did {you/s/he} use prednisone or cortisone nearly every day? Do not count the months or years when {you were/s/he was} not taking the medicine.,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ140u,"How long used prednisone or cortisone: month, year?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ150,"Including living and deceased, were either of {your/SP's} biological parents ever told by a health professional that they had osteoporosis or brittle bones?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ160a,Mother was told had osteoporosis?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ160b,Father was told had osteoporosis?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ170,Did {your/SP's} biological mother ever fracture her hip?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ180,About how old was your mother when she fractured her hip (the first time)?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ190,Was she. . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ200,Did {your/SP's} biological father ever fracture his hip?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ210,About how old was your father when he fractured his hip (the first time)?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSQ220,Was he . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTD241B,"Now I am going to ask you a few questions about {your/SP's} activities over the last 48 hours. This means today or yesterday. How long ago, in hours, did {you/she/he} cook or bake with natural gas?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTD244B,"How long ago, in hours, did {you/she/he} pump gas into a car or other motor vehicle {yourself/herself/ himself}?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTD251B,"How long ago, in hours, has it been since {you/she/he} spent time at a swimming pool, in a hot tub, or in a steam room?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTD261B,"How long ago, in hours, has it been since {you/she/he} used dry cleaning solvents, visited a dry cleaning shop or wore clothes that had been dry-cleaned within the last week?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTD271B,"How long ago, in hours, has it been since {your/SP's} last shower or hot bath?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTD281B,"How long ago, in hours, has it been since {you/she/he} breathed fumes from freshly painted indoor surfaces, paints, paint thinner, or varnish?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTD281D,"How long ago, in hours, has it been since {you/she/he} breathed fumes from diesel fuel or kerosene?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTD281F,"How long ago, in hours, has it been since {you/she/he} breathed fumes from fingernail polish?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTQ200A,{Do you/Does she/Does he} currently store paints or fuels inside {your/her/his} home? Include {your/her/his} basement {and attached garage}.,P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTQ210,"First, I would like to ask you a few questions about {your/SP's} home. Does {your/her/his} home have an attached garage?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTQ231A,"{Do you/Does she/Does he} currently use moth balls, moth crystals or toilet bowl deodorizers inside {your/her/his} home?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTQ233A,"In the last three days, did {you/she/he} inhale smoke from any source for 10 or more minutes?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTQ233B,When did {you/she/he} last spend 10 or more minutes inhaling smoke?,P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTQ241A,"Now I am going to ask you a few questions about {your/SP's} activities over the last 48 hours. This means today or yesterday. In the last 48 hours, did {you/she/he} cook or bake with natural gas?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTQ244A,"In the last 48 hours, did {you/she/he} pump gas into a car or other motor vehicle {yourself/herself/ himself}?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTQ251A,"In the last 48 hours, did {you/she/he} spend any time at a swimming pool, in a hot tub, or in a steam room?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTQ261A,"In the last 48 hours, did {you/she/he} use dry cleaning solvents, visit a dry cleaning shop or wear clothes that had been dry-cleaned within the last week?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTQ271A,"In the last 48 hours, did {you/she/he} take a hot shower or bath for five minutes or longer?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTQ281A,"In the last 48 hours, did {you/she/he} breathe fumes from freshly painted indoor surfaces, paints, paint thinner, or varnish?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTQ281C,"In the last 48 hours, did {you/she/he} breathe fumes from diesel fuel or kerosene?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
VTQ281E,"In the last 48 hours, did {you/she/he} breathe fumes from fingernail polish?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
WTSVOCPR,VOC Subsample Weight Pre-Pandemic,P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD010,These next questions ask about {your/SP's} height and weight at different times in {your/his/her} life. How tall {are you/is SP} without shoes?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD020,How much {do you/does SP} weigh without clothes or shoes?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD050,How much did {you/SP} weigh a year ago?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080A,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080B,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080C,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080D,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080E,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080F,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080G,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080H,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080I,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080J,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080K,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080L,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080M,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080N,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080O,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080P,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080Q,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080R,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080S,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080T,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD080U,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD110,"How much did {you/SP} weigh 10 years ago? [If you don't know {your/his/her} exact weight, please make your best guess.]",P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD120,"How much did {you/SP} weigh at age 25? [If you don't know {your/his/her} exact weight, please make your best guess.] If ( you were/she was) pregnant, how much did (you/she) weigh before (your/her) pregnancy?",P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD130,"How tall {were you/was SP} at age 25? [If you don't know {your/his/her} exact height, please make your best guess.]",P_WHQ,Weight History,2017,2020,Questionnaire,None
WHD140,"Up to the present time, what is the most {you have/SP has} ever weighed?",P_WHQ,Weight History,2017,2020,Questionnaire,None
WHQ030,"{Do you/Does SP} consider {your/his/her}self now to be . . . [If {you are/she is} currently pregnant, what did {you/she} consider {your/her}self to be before {you were/she was} pregnant?]",P_WHQ,Weight History,2017,2020,Questionnaire,None
WHQ040,Would {you/SP} like to weigh . . .,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHQ060,Was the change between {your/SP's} current weight and {your/his/her} weight a year ago intentional?,P_WHQ,Weight History,2017,2020,Questionnaire,None
WHQ070,"During the past 12 months, {have you/has SP} tried to lose weight?",P_WHQ,Weight History,2017,2020,Questionnaire,None
WHQ150,"How old {were you/was SP} then? [If you don't know {your/his/her} exact age, please make your best guess.]",P_WHQ,Weight History,2017,2020,Questionnaire,None
WHQ225,How many times {have you/has SP} lost 10 pounds or more because {you were/he was/she was} trying to lose weight? Was it . . .,P_WHQ,Weight History,2017,2020,Questionnaire,None
RXDCOUNT,The number of prescription medicines reported.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
RXDDAYS,For how long have you been using or taking {PRODUCT NAME}?,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
RXDDRGID,Generic drug code.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
RXDDRUG,Generic drug name.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
RXDRSC1,ICD-10-CM code 1.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
RXDRSC2,ICD-10-CM code 2.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
RXDRSC3,ICD-10-CM code 3.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
RXDRSD1,ICD-10-CM code 1 description.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
RXDRSD2,ICD-10-CM code 2 description.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
RXDRSD3,ICD-10-CM code 3 description.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
RXDUSE,"In the past 30 days, have you used or taken medication for which a prescription is needed? Do not include prescription vitamins or minerals you may have already told me about.",P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
RXQSEEN,Was prescription container seen by interviewer?,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
ACD011A,What language(s) {do you/does SP} usually speak at home?,P_ACQ,Acculturation,2017,2020,Questionnaire,None
ACD011B,What language(s) {do you/does SP} usually speak at home?,P_ACQ,Acculturation,2017,2020,Questionnaire,None
ACD011C,What language(s) {do you/does SP} usually speak at home?,P_ACQ,Acculturation,2017,2020,Questionnaire,None
ACD040,"Now I'm going to ask you about language use. What language(s) {do you/does SP} usually speak at home? {Do you/Does he/Does she} speak only Spanish, more Spanish than English, both equally, more English than Spanish, or only English?",P_ACQ,Acculturation,2017,2020,Questionnaire,None
ACD110,"{Do you/Does SP} speak only (NON-ENGLISH LANGUAGE), more (NON-ENGLISH LANGUAGE) than English, both equally, more English than (NON-ENGLISH LANGUAGE), or only English?",P_ACQ,Acculturation,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_ACQ,Acculturation,2017,2020,Questionnaire,None
CBQ596,Next I'm going to ask a few questions about the nutritional guidelines recommended for Americans by the federal government. {Have you/Has SP} heard of My Plate?,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
CBQ606,{Have you/Has SP} looked up the My Plate plan on the internet?,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
CBQ611,{Have you/Has SP} tried to follow the recommendations in the My Plate plan?,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBD030,How old was {SP} when {he/she} completely stopped breastfeeding or being fed breastmilk? (Days),P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBD041,How old was {SP} when {he/she} was first fed formula? (Days),P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBD050,How old was {SP} when {he/she} completely stopped drinking formula? (Days),P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBD055,"This next question is about the first thing that {SP} was given other than breast milk or formula. Please include juice, cow's milk, sugar water, baby food, or anything else that {SP} might have been given, even water. How old was {SP} when {he/she} was first fed anything other than breast milk or formula? (Days)",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBD061,How old was {SP} when {he/she} was first fed milk? (Days),P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBD381,"During the school year, about how many times a week {do you/does SP} usually get a complete school lunch?",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBD411,"During the school year, about how many times a week {do you/does SP} usually get a complete breakfast at school?",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBD895,"Next I'm going to ask you about meals. By meal, I mean breakfast, lunch and dinner. During the past 7 days, how many meals {did you/did SP} get that were prepared away from home in places such as restaurants, fast food places, food stands, grocery stores, or from vending machines? {Please do not include meals provided as part of the school lunch or school breakfast./Please do not include meals provided as part of the community programs you reported earlier.}",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBD900,How many of those meals {did you/did SP} get from a fast-food or pizza place?,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBD905,"Some grocery stores sell ""ready to eat"" foods such as salads, soups, chicken, sandwiches and cooked vegetables in their salad bars and deli counters. During the past 30 days, how often did {you/SP} eat ""ready to eat"" foods from the grocery store? Please do not include sliced meat or cheese you buy for sandwiches and frozen or canned foods.",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBD910,"During the past 30 days, how often did you {SP} eat frozen meals or frozen pizzas? Here are some examples of frozen meals and frozen pizzas.",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ010,Now I'm going to ask you some general questions about {SP's} eating habits. Was {SP} ever breastfed or fed breastmilk?,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ073A,What type of milk was {SP} first fed on a daily basis? Was it . . .,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ073B,What type of milk was {SP} first fed on a daily basis? Was it . . .,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ073C,What type of milk was {SP} first fed on a daily basis? Was it . . .,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ073D,What type of milk was {SP} first fed on a daily basis? Was it . . .,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ073E,What type of milk was {SP} first fed on a daily basis? Was it . . .,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ073U,What type of milk was {SP} first fed on a daily basis? Was it . . .,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ197,"Now I'm going to ask a few questions about milk products. Do not include their use in cooking. In the past 30 days, how often did {you/SP} have milk to drink or on {your/his/her} cereal? Please include chocolate and other flavored milks as well as hot cocoa made with milk. Do not count small amounts of milk added to coffee or tea. Would you say...",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ223A,What type of milk was it? Was it usually . . .,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ223B,What type of milk was it? Was it usually . . .,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ223C,What type of milk was it? Was it usually . . .,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ223D,What type of milk was it? Was it usually . . .,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ223E,What type of milk was it? Was it usually . . .,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ223U,What type of milk was it? Was it usually . . .,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ229,"The next question is about regular milk use. A regular milk drinker is someone who uses any type of milk at least 5 times a week. Using this definition, which statement best describes {you/SP}?...",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ235A,"Now, I'm going to ask you how often {you/SP} drank milk at different times in {your/his/her} life. How often did {you/SP} drink any type of milk, including milk added to cereal when {you were/s/he was} a child between the ages of 5 and 12 years old? Would you say...",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ235B,"Now, I'm going to ask you how often {you/SP} drank milk at different times in {your/his/her} life. How often did {you/SP} drink any type of milk, including milk added to cereal when {you were/s/he was} a teenager between the ages of 13 and 17 years old? Would you say...",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ235C,"Now, I'm going to ask you how often {you/SP} drank milk at different times in {your/his/her} life. How often did {you/SP} drink any type of milk, including milk added to cereal when {you were/s/he was} a young adult between the ages of 18 and 35 years old? Would you say...",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ301,"The next questions are about meals provided by community or government programs. In the past 12 months, did {you/SP} receive any meals delivered to {your/his/her} home from community programs, ""Meals on Wheels"", or any other programs?",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ330,"In the past 12 months, did {you/SP} go to a community program or senior center to eat prepared meals?",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ360,"During the school year, {do you/does SP} attend a kindergarten, grade school, junior or high school?",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ370,Does {your/SP's} school serve school lunches? These are complete lunches that cost the same every day.,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ390,"{Do you/Does SP} get these lunches free, at a reduced price, or {do you/does he/she} pay full price?",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ400,Does {your/SP's} school serve a complete breakfast that costs the same every day?,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ421,"{Do you/Does SP} get these breakfasts free, at a reduced price, or {do you/does he/she} pay full price?",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ424,(Do you/Does SP) get a free or reduced price meal at any summer program (he/she) attends?,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ700,"Next I have some questions about {your/SP?s} eating habits. In general, how healthy is {your/his/her} overall diet? Would you say . . .",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ930,{Are you/Is SP} the person who does most of the planning or preparing of meals in {your/SP's} family?,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ935,{Do you/Does SP} share in the planning or preparing of meals with someone else?,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ940,{Are you/Is SP} the person who does most of the shopping for food in {your/SP's} family?,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
DBQ945,{Do you/Does SP} share in the shopping for food with someone else?,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
OCD150,(SP Interview Version) In this part of the survey I will ask you questions about {your/SP's} work experience. Which of the following {were you/was SP} doing last week . .,P_OCQ,Occupation,2017,2020,Questionnaire,None
OCD383,What is the main reason {you/SP} did not work last week?,P_OCQ,Occupation,2017,2020,Questionnaire,None
OCQ180,How many hours did {you/SP} work last week in total at all jobs or businesses?,P_OCQ,Occupation,2017,2020,Questionnaire,None
OCQ210,{Do you/Does SP} usually work 35 hours or more per week in total at all jobs or businesses?,P_OCQ,Occupation,2017,2020,Questionnaire,None
OCQ670,Which of the following best describes your overall work schedule (include all jobs) for the last three months?,P_OCQ,Occupation,2017,2020,Questionnaire,None
SEQN,Respondent sequence number,P_OCQ,Occupation,2017,2020,Questionnaire,None
DUD230,"During the past 30 days, on how many days did you use marijuana or hashish?",P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUD380F,Which of the following drugs have you injected using a needle?,P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUQ200,"The following questions ask about use of drugs not prescribed by a doctor. Please remember that your answers to these questions are strictly confidential. The first questions are about marijuana and hashish. Marijuana is also called pot or grass. Marijuana is usually smoked, either in cigarettes, called joints, or in a pipe. It is sometimes cooked in food. Hashish is a form of marijuana that is also called 'hash.' It is usually smoked in a pipe. Another form of hashish is hash oil. Have you ever, even once, used marijuana or hashish?",P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUQ210,How old were you the first time you used marijuana or hashish?,P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUQ240,"Have you ever used cocaine, crack cocaine, heroin, or methamphetamine?",P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUQ250,"The following questions are about cocaine, including all the different forms of cocaine such as powder, 'crack', 'free base', and coca paste. Have you ever, even once, used cocaine, in any form?",P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUQ270Q,"How long has it been since you last used cocaine, in any form?",P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUQ270U,"How long has it been since you last used cocaine, in any form?",P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUQ290,"The following questions are about heroin. Have you ever, even once, used heroin?",P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUQ310Q,How long has it been since you last used heroin?,P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUQ310U,How long has it been since you last used heroin?,P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUQ330,"The following questions are about methamphetamine, also known as crank, crystal, ice or speed. Have you ever, even once, used methamphetamine?",P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUQ350Q,How long has it been since you last used methamphetamine?,P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUQ350U,How long has it been since you last used methamphetamine?,P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUQ370,"The following questions are about the different ways that certain drugs can be used. Have you ever, even once, used a needle to inject a drug not prescribed by a doctor?",P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUQ380A,Which of the following drugs have you injected using a needle?,P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUQ380B,Which of the following drugs have you injected using a needle?,P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUQ380C,Which of the following drugs have you injected using a needle?,P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUQ400Q,How long ago has it been since you last used a needle to inject a drug not prescribed by a doctor?,P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUQ400U,How long ago has it been since you last used a needle to inject a drug not prescribed by a doctor?,P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
SEQN,Respondent sequence number.,P_DUQ_R,Drug Use,2017,2020,Questionnaire,RDC Only
DUD230,"During the past 30 days, on how many days did you use marijuana or hashish?",P_DUQY_R,Drug Use - Youth,2017,2020,Questionnaire,RDC Only
DUD380F,Which of the following drugs have you injected using a needle?,P_DUQY_R,Drug Use - Youth,2017,2020,Questionnaire,RDC Only
DUQ200,"The following questions ask about use of drugs not prescribed by a doctor. Please remember that your answers to these questions are strictly confidential. The first questions are about marijuana and hashish. Marijuana is also called pot or grass. Marijuana is usually smoked, either in cigarettes, called joints, or in a pipe. It is sometimes cooked in food. Hashish is a form of marijuana that is also called 'hash.' It is usually smoked in a pipe. Another form of hashish is hash oil. Have you ever, even once, used marijuana or hashish?",P_DUQY_R,Drug Use - Youth,2017,2020,Questionnaire,RDC Only
DUQ210,How old were you the first time you used marijuana or hashish?,P_DUQY_R,Drug Use - Youth,2017,2020,Questionnaire,RDC Only
